Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
3035	HARS1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
1019	CDK4	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
7849	PAX8	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
317	APAF1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
56776	FMN2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_17
2034	EPAS1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_7
3880	KRT19	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
11214	AKAP13	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
23345	SYNE1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
89795	NAV3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
2956	MSH6	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
329	BIRC2	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
330	BIRC3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
332	BIRC5	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
835	CASP2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
54101	RIPK4	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
949	SCARB1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_18
1030	CDKN2B	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
3630	INS	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
4286	MITF	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_7
4916	NTRK3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
4919	ROR1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_19
5127	CDK16	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
5128	CDK17	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
5129	CDK18	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
5443	POMC	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_20
8019	BRD3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
8738	CRADD	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
10018	BCL2L11	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
22858	CILK1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
158584	FAAH2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_21
201163	FLCN	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_22
356	FASLG	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
8795	TNFRSF10B	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
23042	PDXDC1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
898	CCNE1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
5604	MAP2K1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
2272	FHIT	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
11186	RASSF1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
6923	ELOB	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_7
5595	MAPK3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
53353	LRP1B	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_23
81562	LMAN2L	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_24
3162	HMOX1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_25
6928	HNF1B	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
675	BRCA2	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
11236	RNF139	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_26
558	AXL	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
4170	MCL1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
50944	SHANK1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_27
5366	PMAIP1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
590	BCHE	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_28
84433	CARD11	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
664	BNIP3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
3815	KIT	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
2260	FGFR1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
8314	BAP1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
144132	DNHD1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
10950	BTG3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_29
794	CALB2	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_30
6513	SLC2A1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
25844	YIPF3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_31
4233	MET	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
10000	AKT3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_5
4763	NF1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
5156	PDGFRA	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
5743	PTGS2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
1436	CSF1R	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
2321	FLT1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
2322	FLT3	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
5979	RET	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
7297	TYK2	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
5218	CDK14	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
3566	IL4R	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
5546	PRCC	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
3882	KRT32	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
1381	CRABP1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
65061	CDK15	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
85443	DCLK3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_32
4613	MYCN	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
4072	EPCAM	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_33
4968	OGG1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_34
3855	KRT7	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_35
29072	SETD2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
3482	IGF2R	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_36
7403	KDM6A	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
8633	UNC5C	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
54790	TET2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_37
3479	IGF1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_38
6526	SLC5A3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_39
1950	EGF	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_3
3707	ITPKB	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_40
8028	MLLT10	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
8821	INPP4B	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_41
55654	TMEM127	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_42
2056	EPO	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
54583	EGLN1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_7
2081	ERN1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
2324	FLT4	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
6261	RYR1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_43
9745	ZNF536	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_44
375248	ANKRD36	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_2
10461	MERTK	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
2944	GSTM1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_45
23532	PRAME	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_7
3569	IL6	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_1
91662	NLRP12	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_4
3440	IFNA2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_46
3451	IFNA17	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_47
3458	IFNG	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_48
27306	HPGDS	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_49
6423	SFRP2	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_50
4318	MMP9	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_51
374393	FAM111B	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_52
55745	AP5M1	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_53
9370	ADIPOQ	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_54
91661	ZNF765	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_55
6041	RNASEL	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_6
91752	ZNF804A	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_56
7299	TYR	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_57
23583	SMUG1	predicted	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_58
8790	FPGT	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_59
65267	WNK3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_60
114788	CSMD3	seed	C0279702	Conventional_Clear_Cell_Renal_Cell_Carcinoma	Complex Disease	Conventional_Clear_Cell_Renal_Cell_Carcinoma_61
64215	DNAJC1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_16
124995	MRPL10	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_17
23363	OBSL1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
5883	RAD9A	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_18
5901	RAN	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
6789	STK4	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_19
25921	ZDHHC5	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_20
375	ARF1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_21
5519	PPP2R1B	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_6
9054	NFS1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_22
9898	UBAP2L	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
91181	NUP210L	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_23
10150	MBNL2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_24
5499	PPP1CA	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_3
221692	PHACTR1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_3
51271	UBAP1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_25
1500	CTNND1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_6
80179	MYO19	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_4
7170	TPM3	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_4
10946	SF3A3	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
2904	GRIN2B	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_26
55663	ZNF446	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_27
8200	GDF5	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_28
64801	ARV1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_29
284996	RNF149	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_30
1812	DRD1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_31
6942	TCF20	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
147463	ANKRD29	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_8
10137	RBM12	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_32
57120	GOPC	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_33
10130	PDIA6	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
9911	TMCC2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_34
57819	LSM2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_9
84766	CRACR2A	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_35
127703	C1orf216	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_4
406	ARNTL	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_3
3169	FOXA1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_8
79001	VKORC1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
1388	ATF6B	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_36
9618	TRAF4	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_7
10188	TNK2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_2
54535	CCHCR1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_4
3305	HSPA1L	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_5
7918	GPANK1	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_37
26284	ERAL1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_38
8987	STBD1	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_39
6147	RPL23A	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_1
4212	MEIS2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_40
6810	STX4	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_41
318	NUDT2	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_42
29074	MRPL18	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_43
56987	BBX	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_44
7187	TRAF3	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_2
55179	FAIM	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_45
1489	CTF1	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_46
3268	AGFG2	predicted	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_47
3633	INPP5B	seed	NA	Cooked_vegetable_intake	Non-disease Trait	Cooked_vegetable_intake_48
