Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
29086	BABAM1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
11186	RASSF1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
9149	DYRK1B	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
1909	EDNRA	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
5595	MAPK3	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
8516	ITGA8	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_13
5770	PTPN1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
3162	HMOX1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_14
675	BRCA2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5932	RBBP8	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5981	RFC1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
6935	ZEB1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
7507	XPA	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
9156	EXO1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
540	ATP7B	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_15
10232	MSLN	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_16
5378	PMS1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5424	POLD1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
4170	MCL1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
4437	MSH3	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
10772	SRSF10	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
83990	BRIP1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5934	RBL2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
664	BNIP3	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
9474	ATG5	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
607	BCL9	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
3205	HOXA9	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
1048	CEACAM5	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_17
2189	FANCG	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5892	RAD51D	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
7156	TOP3A	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
7516	XRCC2	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
80010	RMI1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
3206	HOXA10	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
2260	FGFR1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
890	CCNA2	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
891	CCNB1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
2968	GTF2H4	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
3082	HGF	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
4288	MKI67	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
4331	MNAT1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
8314	BAP1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
3219	HOXB9	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
7099	TLR4	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_18
6513	SLC2A1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_19
2176	FANCC	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
4233	MET	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
10000	AKT3	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
5743	PTGS2	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
5979	RET	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
5289	PIK3C3	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
8900	CCNA1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
9055	PRC1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
5243	ABCB1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_20
1033	CDKN3	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
284058	KANSL1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_21
4072	EPCAM	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_22
6678	SPARC	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_23
2247	FGF2	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
2122	MECOM	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
3236	HOXD10	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
25788	RAD54B	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
2246	FGF1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
1545	CYP1B1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_24
2898	GRIK2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
56952	PRTFDC1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_25
54894	RNF43	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
3479	IGF1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
1906	EDN1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_5
4893	NRAS	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
1950	EGF	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
2069	EREG	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
5426	POLE	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
3707	ITPKB	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_26
51029	DESI2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_27
90355	MACIR	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
10481	HOXB13	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_28
3576	CXCL8	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
2072	ERCC4	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
3235	HOXD9	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
5054	SERPINE1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_29
2348	FOLR1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_30
90506	LRRC46	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
3237	HOXD11	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_31
3231	HOXD1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_2
3569	IL6	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_32
10775	POP4	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_33
94025	MUC16	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_34
54796	BNC2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_35
51750	RTEL1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
5819	NECTIN2	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_36
11170	FAM107A	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_37
8438	RAD54L	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_38
440686	H3-2	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_39
27306	HPGDS	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_40
4318	MMP9	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_41
4586	MUC5AC	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_42
7145	TNS1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_4
4978	OPCML	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_43
60487	TRMT11	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_3
5655	KLK10	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_44
5890	RAD51B	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_1
6528	SLC5A5	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_45
79156	PLEKHF1	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_46
92421	CHMP4C	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_47
100532731	COMMD3-BMI1	predicted	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_48
115761	ARL11	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_49
25976	TIPARP	seed	C1140680	Malignant_neoplasm_of_ovary	Complex Disease	Malignant_neoplasm_of_ovary_50
1026	CDKN1A	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
354	KLK3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
3014	H2AX	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
3553	IL1B	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3565	IL4	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_10
3586	IL10	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_11
3845	KRAS	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
3952	LEP	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_12
4313	MMP2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7052	TGM2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
8626	TP63	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
324	APC	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
472	ATM	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
1029	CDKN2A	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
2064	ERBB2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
4683	NBN	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5888	RAD51	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6794	STK11	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
7490	WT1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
79728	PALB2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
4790	NFKB1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
1956	EGFR	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
1017	CDK2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
2335	FN1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
4436	MSH2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6772	STAT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
6777	STAT5B	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3939	LDHA	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
6648	SOD2	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
5970	RELA	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
5727	PTCH1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
25	ABL1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
598	BCL2L1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
672	BRCA1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
842	CASP9	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
1027	CDKN1B	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
1385	CREB1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
1499	CTNNB1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2065	ERBB3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
2353	FOS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2475	MTOR	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3716	JAK1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3725	JUN	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
4193	MDM2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
4582	MUC1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
4792	NFKBIA	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
5925	RB1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6714	SRC	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
7157	TP53	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
7161	TP73	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
9564	BCAR1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
3265	HRAS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
6774	STAT3	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
28	ABO	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_13
648	BMI1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
768	CA9	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
5728	PTEN	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
23411	SIRT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
999	CDH1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2067	ERCC1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
2305	FOXM1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
54205	CYCS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
207	AKT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
23022	PALLD	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
580	BARD1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
3791	KDR	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7124	TNF	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
8743	TNFSF10	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
2033	EP300	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
10524	KAT5	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
1387	CREBBP	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
238	ALK	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
367	AR	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
857	CAV1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
1490	CCN2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
2099	ESR1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
4088	SMAD3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
4255	MGMT	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
5340	PLG	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
7428	VHL	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
2597	GAPDH	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_5
6667	SP1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
2146	EZH2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
4292	MLH1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
6615	SNAI1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
7048	TGFBR2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
1616	DAXX	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
7040	TGFB1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7046	TGFBR1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
2908	NR3C1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
7329	UBE2I	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
2778	GNAS	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
688	KLF5	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
701	BUB1B	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
836	CASP3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
841	CASP8	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
1786	DNMT1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
2308	FOXO1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3091	HIF1A	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
5241	PGR	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
5747	PTK2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
11009	IL24	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
213	ALB	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_7
7423	VEGFB	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
5159	PDGFRB	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
7298	TYMS	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_14
8829	NRP1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_6
3717	JAK2	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
5594	MAPK1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
5468	PPARG	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
196	AHR	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3169	FOXA1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
960	CD44	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
2309	FOXO3	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
3164	NR4A1	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
3667	IRS1	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_3
4089	SMAD4	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_4
5290	PIK3CA	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
5599	MAPK8	predicted	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
6416	MAP2K4	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_2
7015	TERT	seed	C0346647	Malignant_neoplasm_of_pancreas	Complex Disease	Malignant_neoplasm_of_pancreas_1
